time_slot,exam_id,course_code,year,enrollment
2,39,AT1102,1,2
2,48,AT3157,5,2
2,52,AU3103,5,1
2,57,BA1105,1,2
2,61,BA3103,5,2
2,82,BB2203,4,4
2,90,BB3109,5,22
2,101,BBA2101,3,20
2,108,BBN1104,1,10
2,111,BBN2102,3,4
2,139,BH3101,5,15
2,171,BT2104,3,4
2,181,CA2101,3,13
2,182,CA2103,3,5
2,203,CAP2106,3,24
2,230,CCE3101,5,7
2,260,CM2106,3,3
2,274,CS1001,2,40
2,289,CSB2102,3,7
2,299,CV2102,3,1
2,318,DS2203,4,3
2,327,DSE2102,3,58
2,347,ECE2103,3,41
2,392,FD3102,5,3
2,412,ID4103,7,1
2,430,INT2102,3,71
2,455,IT2203,4,2
2,467,JC2101,3,1
2,493,LA3103,5,28
2,523,LA5202,10,2
2,532,LAS2104,3,9
2,538,LCM1101,1,2
2,571,LN1109,1,1
2,585,MA1106,1,1
2,605,MA6105,1,2
2,610,MAS1109,1,10
2,612,MAS1111,1,36
2,618,MBA6111,1,12
2,626,MBB7107,3,1
2,637,MCE3101,5,2
2,644,ME2103,3,3
2,679,PS2107,3,3
2,695,PSY2104,3,9
2,707,PY2102,3,2
2,715,VDT2102,3,6
2,716,VDT3101,5,1
3,16,AIM3101,5,21
3,31,ART2101,3,6
3,41,AT1151,1,1
3,51,AU2104,3,4
3,53,AUT3101,5,1
3,63,BB0025,1,2
3,97,BBA1103,1,27
3,100,BBA1120,1,10
3,123,BCH1114,1,5
3,124,BCH2101,3,7
3,134,BH2105,3,4
3,156,BIO7101,3,2
3,174,BT3103,5,3
3,205,CAP6101,1,18
3,212,CAP6112,1,1
3,233,CH3121,5,3
3,236,CHE2103,3,2
3,257,CM1229,2,1
3,262,CM2202,4,1
3,285,CS3104,5,18
3,304,CV3104,5,2
3,315,DS2104,3,4
3,335,EC2103,3,3
3,360,EE1002,1,21
3,368,EEE2101,3,1
3,371,EL2102,3,1
3,374,EL3101,5,1
3,397,HOM4101,3,3
3,411,ID3106,5,2
3,432,INT3101,5,48
3,439,IS2203,4,2
3,440,IS2204,4,4
3,445,IS3105,5,5
3,461,IT3202,6,5
3,463,JC1101,1,1
3,472,JMC1101,1,1
3,474,JMC1104,1,8
3,489,LA2140,3,17
3,502,LA3203,6,3
3,509,LA4105,7,8
3,548,LCM3103,3,3
3,556,LLC1112,1,1
3,566,LLM6102,1,1
3,573,LN2007,3,20
3,577,LN3101,5,1
3,584,MA1102,1,6
3,595,MA2205,4,1
3,600,MA2217,4,8
3,606,MAS1001,1,341
3,611,MAS1110,1,4
3,633,MC3104,5,4
3,641,ME2001,3,12
3,658,MEE3101,5,1
3,659,MEE3102,5,3
3,662,PES1103,1,1
3,682,PS2212,4,1
3,686,PSY1101,1,4
3,689,PSY1140,1,13
3,705,PY1102,1,1
4,6,AI3102,5,9
4,42,AT2101,3,2
4,55,BA1102,1,1
4,64,BB1101,1,8
4,85,BB3102,5,16
4,103,BBA2103,3,11
4,140,BH3102,5,6
4,145,BIO1101,1,4
4,168,BT2101,3,3
4,196,CAP1103,1,78
4,221,CC2202,4,1
4,225,CC3104,5,14
4,234,CHE2101,3,1
4,252,CM1101,1,3
4,256,CM1205,2,1
4,269,COM6102,1,1
4,276,CS2102,3,9
4,279,CS2201,4,2
4,293,CSE2102,3,78
4,298,CV2101,3,1
4,301,CV2203,4,1
4,306,CY1003,4,5
4,309,DOA1002,1,8
4,310,DOR8001,1,9
4,328,DSE2103,3,35
4,341,EC3103,5,3
4,346,ECE2102,3,40
4,355,ECO2101,3,1
4,373,EL2104,3,3
4,381,ELC3102,5,3
4,406,ICS2103,3,15
4,416,IIS2102,3,74
4,418,IIS3101,5,12
4,428,IMB2103,3,2
4,458,IT3103,5,26
4,466,JC1104,1,1
4,491,LA3101,5,14
4,512,LA4203,8,2
4,515,LA4206,8,1
4,549,LCM6140,1,1
4,553,LLC1102,1,4
4,560,LLC2019,3,22
4,562,LLC2103,3,2
4,615,MAS6112,1,2
4,616,MBA6102,1,59
4,634,MCE2101,3,6
4,670,PS1140,1,2
4,672,PS1205,2,1
4,675,PS2102,3,5
4,683,PS3102,5,4
4,694,PSY2103,3,11
4,700,PSY6104,1,1
4,708,PY3101,5,1
4,712,RAI2103,3,24
5,10,AI4101,7,11
5,15,AIM2103,3,13
5,38,AT1101,1,2
5,71,BB1203,2,1
5,74,BB1209,2,2
5,77,BB2102,3,4
5,94,BBA1021,1,17
5,99,BBA1119,1,19
5,116,BCF1102,1,1
5,130,BH1105,1,2
5,151,BIO2104,3,5
5,152,BIO2112,3,4
5,161,BIT2103,3,10
5,184,CA2105,3,13
5,194,CA6105,1,2
5,200,CAP2101,3,20
5,213,CAP7104,3,7
5,250,CIV3101,5,1
5,280,CS2202,4,1
5,287,CS3202,6,7
5,307,CY3107,5,1
5,317,DS2202,4,1
5,319,DS2204,4,4
5,323,DS3104,5,4
5,330,DSE3102,5,22
5,352,ECO1102,1,6
5,375,EL3102,5,2
5,377,ELC2101,3,2
5,385,EO2102,3,1
5,387,EO2104,3,1
5,431,INT2103,3,117
5,441,IS3101,5,17
5,450,IT2102,3,34
5,470,JC3102,5,7
5,484,LA2101,3,10
5,490,LA2142,3,5
5,500,LA3110,5,2
5,507,LA4103,7,16
5,516,LA5101,9,5
5,527,LA5206,10,2
5,551,LLC1011,1,16
5,660,PES1101,1,1
5,668,PS1102,1,2
5,681,PS2210,4,2
5,690,PSY1141,1,4
5,691,PSY1156,1,1
6,5,AI3101,5,4
6,35,ART6102,1,1
6,46,AT2191,3,8
6,54,BA1101,1,1
6,76,BB2101,3,30
6,92,BB3203,6,2
6,104,BBA2104,3,43
6,113,BBN2105,3,2
6,125,BCH2102,3,3
6,141,BH3103,5,6
6,147,BIO1103,1,5
6,167,BT1103,1,4
6,173,BT3102,5,5
6,177,CA1104,1,2
6,189,CA3102,5,9
6,193,CA3203,6,4
6,208,CAP6108,1,3
6,209,CAP6109,1,2
6,240,CHY1106,1,3
6,259,CM2105,3,5
6,314,DS2103,3,7
6,336,EC2104,3,2
6,342,EC3104,5,3
6,349,ECE3102,5,5
6,354,ECO1107,1,22
6,356,ECO2102,3,2
6,367,EEE1002,2,75
6,383,EO1106,1,1
6,398,HOM4103,3,2
6,399,HT2102,3,1
6,420,IM3102,5,2
6,462,IT3203,6,2
6,475,JMC2104,3,3
6,476,LA1010,2,3
6,477,LA1101,1,2
6,480,LA1141,1,3
6,494,LA3104,5,10
6,501,LA3202,6,1
6,530,LAS2102,3,10
6,542,LCM2102,3,7
6,565,LLM6101,1,2
6,578,LN3102,5,1
6,587,MA1201,2,23
6,621,MBA6114,1,9
6,622,MBA6115,1,6
6,628,MC2102,3,2
6,643,ME2102,3,1
6,706,PY2101,3,1
6,711,RAI2102,3,16
7,3,AI2104,3,10
7,62,BA3104,5,1
7,66,BB1104,1,8
7,69,BB1130,1,1
7,81,BB2202,4,5
7,87,BB3104,5,44
7,98,BBA1104,1,8
7,106,BBN1101,1,4
7,135,BH2106,3,9
7,148,BIO2101,3,13
7,170,BT2103,3,3
7,183,CA2104,3,4
7,201,CAP2104,3,19
7,215,CAP7106,3,6
7,216,CC2101,3,18
7,235,CHE2102,3,2
7,239,CHY1003,1,20
7,245,CIV1001,1,97
7,248,CIV2102,3,6
7,265,COM1102,1,1
7,271,COM6105,1,1
7,281,CS2203,4,4
7,282,CS3101,5,10
7,286,CS3201,6,1
7,290,CSC1101,1,218
7,296,CSE3102,5,34
7,302,CV3101,5,4
7,305,CY1002,2,6
7,322,DS3103,5,5
7,338,EC2202,4,1
7,357,ECO2103,3,1
7,389,EO3102,5,2
7,402,HTO1101,1,3
7,425,IMB1103,1,8
7,437,IS2104,3,4
7,438,IS2105,3,2
7,456,IT3101,5,15
7,511,LA4202,8,5
7,520,LA5105,9,9
7,528,LAS1010,2,1
7,602,MA3106,5,8
7,608,MAS1106,1,4
7,613,MAS6001,1,4
7,632,MC3101,5,6
7,646,ME2202,4,3
7,648,ME3103,5,5
7,692,PSY2101,3,8
8,4,AI2204,4,1
8,19,AR1105,1,1
8,29,ART1101,1,6
8,49,AU2101,3,2
8,79,BB2106,3,22
8,112,BBN2104,3,1
8,118,BCF1104,1,1
8,126,BCH2103,3,1
8,155,BIO6112,1,1
8,160,BIT2101,3,8
8,162,BIT3101,5,1
8,163,BIT3102,5,1
8,164,BRG0002,1,1
8,165,BRG0005,1,1
8,175,BT3113,5,1
8,178,CA1105,1,7
8,223,CC3102,5,15
8,243,CHY6108,1,1
8,244,CHY6111,1,1
8,255,CM1203,2,1
8,267,COM2102,3,1
8,270,COM6103,1,2
8,294,CSE2103,3,181
8,311,DOR8002,1,5
8,334,EC2101,3,2
8,359,EE1001,2,32
8,386,EO2103,3,3
8,395,HA4104,3,4
8,404,ICS2101,3,32
8,409,ID2104,3,2
8,451,IT2103,3,7
8,453,IT2201,4,1
8,464,JC1102,1,1
8,497,LA3107,5,11
8,499,LA3109,5,2
8,508,LA4104,7,9
8,524,LA5203,10,2
8,535,LAW1103,1,41
8,543,LCM2103,3,2
8,550,LLC1010,2,14
8,559,LLC2018,3,39
8,564,LLC7103,3,1
8,581,MA1001,2,52
8,597,MA2209,4,1
8,620,MBA6113,1,17
8,645,ME2104,3,4
8,664,PES2102,3,2
8,667,PS1101,1,1
8,673,PS1240,2,1
9,2,AI2103,3,9
9,17,AIM3102,5,63
9,26,ARC1105,1,3
9,28,ARC2107,3,2
9,32,ART2105,3,4
9,34,ART6101,1,1
9,60,BA3102,5,2
9,75,BB1640,3,3
9,88,BB3105,5,7
9,107,BBN1103,1,11
9,119,BCF1105,1,1
9,121,BCH1112,1,1
9,128,BCH2105,3,3
9,138,BH2204,4,1
9,142,BH3104,5,17
9,157,BIO7102,3,1
9,166,BT1101,1,1
9,180,CA1201,2,3
9,190,CA3106,5,3
9,219,CC2104,3,17
9,228,CCE2102,3,26
9,232,CH3101,5,1
9,278,CS2104,3,23
9,300,CV2104,3,6
9,316,DS2201,4,2
9,326,DSE2101,3,50
9,339,EC3101,5,1
9,344,ECE1002,1,128
9,348,ECE3101,5,13
9,350,ECE6105,1,1
9,362,EE2102,3,1
9,388,EO3101,5,1
9,390,FAD2102,3,1
9,410,ID3103,5,5
9,413,ID4202,8,3
9,414,IDE2104,3,1
9,417,IIS2103,3,29
9,422,IM3104,5,2
9,423,IMB1101,1,4
9,436,IS2103,3,14
9,459,IT3104,5,33
9,473,JMC1102,1,3
9,479,LA1103,1,2
9,482,LA1903,9,1
9,488,LA2107,3,5
9,503,LA3204,6,3
9,531,LAS2103,3,3
9,539,LCM1102,1,4
9,554,LLC1109,1,1
9,567,LLM6103,1,2
9,572,LN1208,2,1
9,579,LN3103,5,2
9,599,MA2216,4,1
9,607,MAS1002,1,162
9,609,MAS1107,1,23
9,676,PS2103,3,5
9,688,PSY1103,1,14
10,7,AI3103,5,11
10,18,AR1104,1,1
10,40,AT1141,1,3
10,56,BA1104,1,1
10,73,BB1207,2,7
10,84,BB3101,5,3
10,114,BBN2106,3,8
10,131,BH2101,3,5
10,132,BH2102,3,3
10,179,CA1170,1,6
10,188,CA3101,5,2
10,199,CAP1180,1,5
10,210,CAP6110,1,1
10,247,CIV2101,3,1
10,258,CM2103,3,1
10,303,CV3103,5,9
10,320,DS3101,5,4
10,351,ECO1101,1,5
10,370,EL2101,3,1
10,384,EO2001,3,2
10,394,HA4101,7,4
10,449,IT2101,3,33
10,469,JC3101,5,1
10,478,LA1102,1,4
10,498,LA3108,5,3
10,505,LA4101,7,16
10,518,LA5103,9,14
10,561,LLC2101,3,1
10,582,MA1002,2,38
10,598,MA2210,4,6
10,617,MBA6109,1,7
10,625,MBB7106,3,2
10,629,MC2103,3,1
10,642,ME2101,3,2
10,650,ME3105,5,1
10,663,PES2101,3,1
10,680,PS2140,3,1
10,698,PSY6102,1,4
10,701,PSY7101,3,1
10,702,PSY7103,3,1
10,704,PY1101,1,1
10,713,UXI1104,1,7
11,0,AI2101,3,12
11,23,ARC1102,1,1
11,27,ARC2102,3,3
11,36,ART6103,1,1
11,47,AT3149,5,1
11,78,BB2104,3,1
11,89,BB3106,5,19
11,102,BBA2102,3,15
11,115,BCF1101,1,3
11,129,BCH2106,3,6
11,154,BIO6103,1,1
11,172,BT3101,5,1
11,185,CA2106,3,11
11,192,CA3201,6,6
11,197,CAP1104,1,43
11,204,CAP6100,1,1
11,211,CAP6111,1,1
11,222,CC3101,5,3
11,231,CCE3102,5,12
11,242,CHY6104,1,2
11,246,CIV1002,1,45
11,254,CM1201,2,2
11,283,CS3102,5,22
11,295,CSE3101,5,73
11,340,EC3102,5,1
11,372,EL2103,3,4
11,380,ELC3101,5,3
11,391,FD3101,5,1
11,396,HA4105,5,1
11,405,ICS2102,3,7
11,408,ID2103,3,3
11,426,IMB1104,1,34
11,448,IS3204,6,4
11,454,IT2202,4,1
11,460,IT3201,6,3
11,485,LA2102,3,4
11,492,LA3102,5,20
11,504,LA3205,4,2
11,514,LA4205,8,1
11,534,LAW1102,1,34
11,544,LCM2104,3,13
11,563,LLC5118,1,1
11,569,LN1001,1,4
11,575,LN2207,4,5
11,591,MA2108,3,13
11,604,MA3204,6,1
11,614,MAS6105,1,37
11,631,MC2202,4,1
11,636,MCE2103,3,11
11,652,MEE1006,2,112
11,669,PS1103,1,2
11,677,PS2104,3,2
11,693,PSY2102,3,8
11,709,PY3102,5,1
12,8,AI3104,5,12
12,11,AI4102,7,2
12,14,AIM2102,3,52
12,21,AR4105,7,2
12,30,ART1105,1,3
12,45,AT2147,3,3
12,58,BA2101,3,1
12,68,BB1129,1,2
12,95,BBA1101,1,16
12,136,BH2107,3,10
12,137,BH2201,4,1
12,153,BIO6101,1,1
12,169,BT2102,3,3
12,186,CA2202,4,5
12,191,CA3110,5,16
12,202,CAP2105,3,21
12,224,CC3103,5,7
12,229,CCE2103,3,43
12,249,CIV2103,3,7
12,261,CM2107,3,1
12,273,COM7101,3,1
12,277,CS2103,3,23
12,292,CSE2101,3,78
12,308,DOA1001,1,17
12,337,EC2201,4,1
12,345,ECE2101,3,55
12,353,ECO1103,1,11
12,365,EE3104,5,2
12,369,EEE2102,3,1
12,379,ELC2103,3,10
12,393,HA2104,3,1
12,407,ICS6105,1,2
12,419,IIS3102,5,8
12,429,INT2101,3,134
12,434,IS2101,3,13
12,452,IT2104,3,14
12,468,JC2102,3,3
12,487,LA2104,3,4
12,517,LA5102,9,7
12,522,LA5201,10,2
12,529,LAS2101,3,6
12,536,LAW2101,1,2
12,540,LCM1103,1,1
12,552,LLC1101,1,1
12,593,MA2117,3,56
12,596,MA2207,4,2
12,601,MA3103,5,2
12,603,MA3107,5,6
12,619,MBA6112,1,2
12,638,MCE3102,5,3
12,649,ME3104,5,5
12,653,MEE1007,1,4
12,656,MEE2101,3,13
12,661,PES1102,1,1
12,678,PS2106,3,2
12,687,PSY1102,1,11
12,714,VDT2101,3,12
13,1,AI2102,3,12
13,20,AR2107,3,1
13,22,ARC1101,1,1
13,37,ART7102,3,1
13,72,BB1205,2,2
13,80,BB2201,4,2
13,91,BB3202,6,2
13,93,BB3204,6,4
13,105,BBA2119,3,2
13,109,BBN1105,1,11
13,120,BCH1104,1,7
13,144,BI1001,2,25
13,146,BIO1102,1,1
13,149,BIO2102,3,8
13,207,CAP6106,1,13
13,217,CC2102,3,9
13,220,CC2201,4,1
13,226,CC3203,6,1
13,263,CM2205,4,2
13,284,CS3103,5,16
13,291,CSE1002,2,100
13,313,DS2102,3,3
13,324,DS3201,6,1
13,329,DSE3101,5,27
13,331,DSE6101,1,1
13,333,EC1001,2,30
13,343,EC3201,6,1
13,361,EE2101,3,1
13,366,EEE1001,1,19
13,376,EL4101,7,2
13,382,EO1103,1,2
13,400,HT3101,5,1
13,403,HTO2102,3,1
13,424,IMB1102,1,6
13,443,IS3103,5,5
13,447,IS3203,6,2
13,481,LA1142,1,1
13,495,LA3105,5,23
13,513,LA4204,8,3
13,533,LAW1101,1,11
13,545,LCM2119,3,2
13,547,LCM3102,3,1
13,558,LLC1114,1,16
13,570,LN1106,1,12
13,586,MA1107,1,6
13,623,MBA7175,3,8
13,627,MC2101,3,4
13,651,ME3202,6,2
13,666,PHY1103,1,3
13,697,PSY6101,1,4
13,710,RAI2101,3,13
15,83,BB2204,4,3
15,297,CV1001,2,58
15,525,LA5204,10,1
16,521,LA5106,9,13
16,589,MA2101,3,49
16,624,MBB2101,3,106
17,576,LN2208,4,16
17,639,ME1001,2,21
18,655,MEE2001,3,407
19,703,PY1001,2,177
20,592,MA2109,3,30
21,237,CHY1001,2,65
