student_id,course_id,course_code
11,1,CS102
58,1,CS102
96,1,CS102
63,1,CS102
8,1,CS102
85,1,CS102
49,1,CS102
53,1,CS102
92,1,CS102
70,1,CS102
84,1,CS102
48,1,CS102
98,1,CS102
94,1,CS102
93,1,CS102
42,2,CS201
51,2,CS201
52,2,CS201
68,2,CS201
97,2,CS201
62,2,CS201
95,2,CS201
7,2,CS201
14,2,CS201
74,2,CS201
0,2,CS201
76,2,CS201
38,2,CS201
21,2,CS201
11,2,CS201
57,2,CS201
30,2,CS201
84,2,CS201
1,2,CS201
3,2,CS201
65,2,CS201
99,2,CS201
20,2,CS201
53,2,CS201
29,2,CS201
9,2,CS201
22,2,CS201
40,2,CS201
35,2,CS201
25,2,CS201
64,2,CS201
70,2,CS201
63,2,CS201
6,2,CS201
46,2,CS201
86,2,CS201
45,2,CS201
43,2,CS201
96,2,CS201
15,2,CS201
18,2,CS201
23,2,CS201
5,2,CS201
32,2,CS201
54,2,CS201
69,2,CS201
26,2,CS201
56,2,CS201
33,2,CS201
82,2,CS201
89,2,CS201
50,2,CS201
80,2,CS201
88,2,CS201
44,2,CS201
73,2,CS201
94,2,CS201
91,2,CS201
92,2,CS201
85,2,CS201
27,2,CS201
90,2,CS201
78,2,CS201
59,2,CS201
36,2,CS201
17,2,CS201
47,2,CS201
71,2,CS201
37,2,CS201
58,2,CS201
83,2,CS201
4,2,CS201
77,2,CS201
39,2,CS201
80,3,CS202
30,3,CS202
52,3,CS202
55,3,CS202
61,3,CS202
97,3,CS202
41,3,CS202
96,3,CS202
43,3,CS202
72,3,CS202
60,3,CS202
8,3,CS202
53,3,CS202
7,3,CS202
71,3,CS202
94,3,CS202
86,3,CS202
23,3,CS202
17,3,CS202
83,3,CS202
37,3,CS202
90,3,CS202
44,3,CS202
77,3,CS202
58,3,CS202
0,3,CS202
39,3,CS202
79,3,CS202
4,3,CS202
24,3,CS202
18,3,CS202
66,3,CS202
42,3,CS202
15,3,CS202
20,3,CS202
47,3,CS202
93,3,CS202
54,3,CS202
2,3,CS202
26,3,CS202
74,3,CS202
91,3,CS202
87,3,CS202
76,3,CS202
1,3,CS202
65,3,CS202
75,3,CS202
48,3,CS202
56,3,CS202
14,3,CS202
38,3,CS202
40,3,CS202
12,3,CS202
34,3,CS202
81,3,CS202
3,3,CS202
99,3,CS202
92,3,CS202
45,3,CS202
33,3,CS202
25,3,CS202
22,3,CS202
57,3,CS202
68,3,CS202
50,3,CS202
31,3,CS202
5,3,CS202
32,3,CS202
10,3,CS202
95,3,CS202
6,3,CS202
51,3,CS202
35,3,CS202
28,3,CS202
46,3,CS202
85,3,CS202
13,3,CS202
49,3,CS202
89,4,CS301
0,4,CS301
30,4,CS301
4,4,CS301
13,4,CS301
35,4,CS301
18,4,CS301
38,4,CS301
75,4,CS301
80,4,CS301
33,4,CS301
3,4,CS301
51,4,CS301
46,4,CS301
53,4,CS301
26,4,CS301
28,4,CS301
73,4,CS301
74,4,CS301
6,4,CS301
82,4,CS301
61,4,CS301
84,4,CS301
5,4,CS301
93,4,CS301
64,4,CS301
65,4,CS301
81,4,CS301
58,4,CS301
22,4,CS301
48,4,CS301
34,4,CS301
54,4,CS301
36,4,CS301
68,4,CS301
96,4,CS301
25,4,CS301
41,4,CS301
42,4,CS301
29,4,CS301
12,4,CS301
60,4,CS301
97,4,CS301
57,4,CS301
79,4,CS301
49,4,CS301
55,4,CS301
39,4,CS301
9,4,CS301
67,4,CS301
99,4,CS301
27,4,CS301
72,4,CS301
15,4,CS301
90,4,CS301
87,4,CS301
91,4,CS301
56,4,CS301
11,4,CS301
86,4,CS301
66,4,CS301
95,4,CS301
50,4,CS301
21,4,CS301
69,4,CS301
7,4,CS301
40,4,CS301
32,4,CS301
44,4,CS301
88,4,CS301
31,4,CS301
85,4,CS301
76,4,CS301
63,5,MATH101
97,5,MATH101
10,5,MATH101
26,5,MATH101
87,5,MATH101
16,5,MATH101
68,5,MATH101
0,5,MATH101
95,5,MATH101
64,5,MATH101
82,5,MATH101
51,5,MATH101
37,5,MATH101
66,5,MATH101
70,5,MATH101
89,5,MATH101
42,5,MATH101
8,5,MATH101
90,5,MATH101
41,5,MATH101
76,5,MATH101
4,5,MATH101
28,5,MATH101
45,5,MATH101
56,5,MATH101
96,5,MATH101
39,5,MATH101
9,5,MATH101
22,5,MATH101
29,5,MATH101
15,5,MATH101
73,5,MATH101
84,5,MATH101
25,5,MATH101
32,5,MATH101
85,5,MATH101
20,5,MATH101
77,5,MATH101
72,5,MATH101
91,5,MATH101
38,5,MATH101
5,5,MATH101
46,5,MATH101
47,5,MATH101
14,5,MATH101
1,5,MATH101
83,5,MATH101
33,5,MATH101
35,5,MATH101
98,5,MATH101
94,5,MATH101
80,5,MATH101
65,5,MATH101
49,5,MATH101
61,5,MATH101
67,5,MATH101
79,5,MATH101
71,5,MATH101
3,5,MATH101
75,5,MATH101
19,5,MATH101
23,5,MATH101
78,5,MATH101
57,5,MATH101
30,5,MATH101
48,5,MATH101
6,5,MATH101
62,5,MATH101
53,5,MATH101
60,5,MATH101
34,5,MATH101
27,5,MATH101
99,5,MATH101
58,5,MATH101
55,5,MATH101
36,5,MATH101
21,5,MATH101
17,5,MATH101
69,5,MATH101
43,5,MATH101
50,5,MATH101
31,5,MATH101
92,5,MATH101
52,5,MATH101
7,5,MATH101
88,5,MATH101
54,5,MATH101
18,5,MATH101
44,5,MATH101
24,5,MATH101
12,5,MATH101
93,5,MATH101
86,5,MATH101
11,5,MATH101
81,5,MATH101
74,5,MATH101
13,5,MATH101
59,5,MATH101
40,5,MATH101
2,5,MATH101
53,6,MATH102
84,6,MATH102
6,6,MATH102
2,6,MATH102
40,6,MATH102
12,6,MATH102
3,6,MATH102
26,6,MATH102
74,6,MATH102
45,6,MATH102
94,6,MATH102
93,6,MATH102
37,6,MATH102
38,6,MATH102
65,6,MATH102
18,6,MATH102
16,6,MATH102
31,6,MATH102
83,6,MATH102
89,6,MATH102
29,6,MATH102
57,6,MATH102
97,6,MATH102
21,6,MATH102
14,6,MATH102
47,6,MATH102
59,6,MATH102
70,6,MATH102
50,6,MATH102
51,6,MATH102
20,6,MATH102
17,6,MATH102
78,6,MATH102
15,6,MATH102
68,6,MATH102
77,6,MATH102
92,6,MATH102
90,6,MATH102
52,6,MATH102
24,6,MATH102
33,6,MATH102
23,6,MATH102
54,6,MATH102
41,6,MATH102
11,6,MATH102
62,6,MATH102
32,6,MATH102
80,6,MATH102
87,6,MATH102
98,6,MATH102
34,6,MATH102
76,6,MATH102
28,6,MATH102
25,6,MATH102
61,6,MATH102
69,6,MATH102
8,6,MATH102
1,6,MATH102
86,6,MATH102
49,6,MATH102
85,6,MATH102
60,6,MATH102
58,6,MATH102
67,6,MATH102
5,6,MATH102
72,6,MATH102
73,7,PHYS101
29,7,PHYS101
44,7,PHYS101
6,7,PHYS101
94,7,PHYS101
86,7,PHYS101
81,7,PHYS101
51,7,PHYS101
16,7,PHYS101
21,7,PHYS101
92,7,PHYS101
85,7,PHYS101
95,7,PHYS101
39,7,PHYS101
36,7,PHYS101
66,7,PHYS101
19,7,PHYS101
23,7,PHYS101
78,7,PHYS101
38,7,PHYS101
35,7,PHYS101
15,7,PHYS101
41,7,PHYS101
82,7,PHYS101
46,7,PHYS101
75,7,PHYS101
56,7,PHYS101
26,7,PHYS101
58,7,PHYS101
17,7,PHYS101
98,7,PHYS101
42,7,PHYS101
80,7,PHYS101
55,7,PHYS101
96,7,PHYS101
33,7,PHYS101
4,7,PHYS101
11,7,PHYS101
24,7,PHYS101
49,7,PHYS101
28,7,PHYS101
27,7,PHYS101
5,7,PHYS101
50,7,PHYS101
54,7,PHYS101
57,7,PHYS101
79,7,PHYS101
2,7,PHYS101
8,7,PHYS101
83,7,PHYS101
1,7,PHYS101
52,8,CHEM101
84,8,CHEM101
97,8,CHEM101
40,8,CHEM101
11,8,CHEM101
50,8,CHEM101
28,8,CHEM101
49,8,CHEM101
58,8,CHEM101
22,8,CHEM101
72,8,CHEM101
87,8,CHEM101
59,8,CHEM101
31,8,CHEM101
5,8,CHEM101
71,8,CHEM101
19,8,CHEM101
42,8,CHEM101
51,8,CHEM101
27,8,CHEM101
95,8,CHEM101
68,8,CHEM101
13,8,CHEM101
63,8,CHEM101
39,8,CHEM101
10,8,CHEM101
91,8,CHEM101
2,8,CHEM101
82,8,CHEM101
37,8,CHEM101
54,8,CHEM101
75,8,CHEM101
16,8,CHEM101
66,8,CHEM101
45,8,CHEM101
33,8,CHEM101
34,8,CHEM101
4,8,CHEM101
32,8,CHEM101
83,8,CHEM101
69,8,CHEM101
47,8,CHEM101
96,8,CHEM101
24,8,CHEM101
61,8,CHEM101
86,8,CHEM101
93,8,CHEM101
18,8,CHEM101
77,8,CHEM101
92,8,CHEM101
36,8,CHEM101
26,8,CHEM101
64,8,CHEM101
94,8,CHEM101
99,8,CHEM101
79,8,CHEM101
7,8,CHEM101
78,8,CHEM101
56,8,CHEM101
57,8,CHEM101
23,8,CHEM101
9,8,CHEM101
14,8,CHEM101
65,8,CHEM101
25,8,CHEM101
8,8,CHEM101
20,8,CHEM101
21,8,CHEM101
85,8,CHEM101
46,8,CHEM101
44,8,CHEM101
43,8,CHEM101
0,8,CHEM101
53,8,CHEM101
90,8,CHEM101
58,9,BIO101
9,9,BIO101
81,9,BIO101
23,9,BIO101
76,9,BIO101
53,9,BIO101
61,9,BIO101
44,9,BIO101
18,9,BIO101
24,9,BIO101
14,9,BIO101
10,9,BIO101
25,9,BIO101
98,9,BIO101
8,9,BIO101
80,9,BIO101
84,9,BIO101
62,9,BIO101
90,9,BIO101
3,9,BIO101
13,9,BIO101
68,9,BIO101
33,9,BIO101
